ID,LanguageName,Language,Latitude,Longitude,Family,Concept,Segments,ConceptB,SegmentsB,Colexification
340,Jiongnai,jion1236,24.071002,110.105752,Hmong-Mien,SOUR,"ʃ əu ⁴⁴",SWEET,"k e n ⁴⁴",0
678,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,BITTER,"kʰ aː k t i q",SALTY,"tʃʰ aː p ʈ o q",0
679,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,BITTER,"kʰ aː k t i q",SALTY,"tʃʰ aː p ʈ o q",0
680,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,BITTER,"kʰ aː k t i q",SOUR,"k i r + b u q",0
681,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,BITTER,"kʰ aː k t i q",SOUR,"k i r + b u q",0
682,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,BITTER,"kʰ aː k t i q",SWEET,"ŋ a r + m u q",0
683,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,BITTER,"kʰ aː k t i q",SWEET,"ŋ a r + m u q",0
690,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,BITTER,"kʰ aː k t i q",SALTY,"tʃʰ aː p ʈ o q",0
691,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,BITTER,"kʰ aː k t i q",SALTY,"tʃʰ aː p ʈ o q",0
692,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,BITTER,"kʰ aː k t i q",SOUR,"k i r + b u q",0
693,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,BITTER,"kʰ aː k t i q",SOUR,"k i r + b u q",0
694,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,BITTER,"kʰ aː k t i q",SWEET,"ŋ a r + m u q",0
695,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,BITTER,"kʰ aː k t i q",SWEET,"ŋ a r + m u q",0
684,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,SALTY,"tʃʰ aː p ʈ o q",SOUR,"k i r + b u q",0
685,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,SALTY,"tʃʰ aː p ʈ o q",SOUR,"k i r + b u q",0
686,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,SALTY,"tʃʰ aː p ʈ o q",SWEET,"ŋ a r + m u q",0
687,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,SALTY,"tʃʰ aː p ʈ o q",SWEET,"ŋ a r + m u q",0
696,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,SALTY,"tʃʰ aː p ʈ o q",SOUR,"k i r + b u q",0
697,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,SALTY,"tʃʰ aː p ʈ o q",SOUR,"k i r + b u q",0
698,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,SALTY,"tʃʰ aː p ʈ o q",SWEET,"ŋ a r + m u q",0
699,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,SALTY,"tʃʰ aː p ʈ o q",SWEET,"ŋ a r + m u q",0
676,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,SOUR,"k i r + b u q",SWEET,"ŋ a r + m u q",0
677,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,SOUR,"k i r + b u q",SWEET,"ŋ a r + m u q",0
688,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,SOUR,"k i r + b u q",SWEET,"ŋ a r + m u q",0
689,"Tibetan (Jirel)",jire1238,27.6931,86.3201,Sino-Tibetan,SOUR,"k i r + b u q",SWEET,"ŋ a r + m u q",0
1147,"Ju'hoan",juho1239,-19.688,20.7673,Kxa,BITTER,"gǃ a ʔ a n",SALTY,"gǃ a ʔ a n",1
1148,"Ju'hoan",juho1239,-19.688,20.7673,Kxa,BITTER,"gǃ a ʔ a n",SOUR,"ⁿǂh o ʕ i",0
1149,"Ju'hoan",juho1239,-19.688,20.7673,Kxa,BITTER,"gǃ a ʔ a n",SWEET,"ⁿǀ a ʔ n g",0
1150,"Ju'hoan",juho1239,-19.688,20.7673,Kxa,SALTY,"gǃ a ʔ a n",SOUR,"ⁿǂh o ʕ i",0
1151,"Ju'hoan",juho1239,-19.688,20.7673,Kxa,SALTY,"gǃ a ʔ a n",SWEET,"ⁿǀ a ʔ n g",0
1152,"Ju'hoan",juho1239,-19.688,20.7673,Kxa,SOUR,"ⁿǂh o ʕ i",SWEET,"ⁿǀ a ʔ n g",0
1734,Kabardian,kaba1278,43.5082,43.3918,Abkhaz-Adyge,BITTER,"d i dʒ",SWEET,"ʔ ə fˀ",0
2371,Kaera,kaer1234,-8.3287,124.0177,Timor-Alor-Pantar,BITTER,"m a q o",SOUR,"k e l i k i l",0
2372,Kaera,kaer1234,-8.3287,124.0177,Timor-Alor-Pantar,BITTER,"m a q o",SWEET,"m a r a a q",0
2373,Kaera,kaer1234,-8.3287,124.0177,Timor-Alor-Pantar,SOUR,"k e l i k i l",SWEET,"m a r a a q",0
654,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,BITTER,"kʰ aː + p aː",SALTY,"s j u r p aː",0
655,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,BITTER,"kʰ aː + p aː",SALTY,"s j u r p aː",0
656,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,BITTER,"kʰ aː + p aː",SOUR,"s j u r + p aː",0
657,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,BITTER,"kʰ aː + p aː",SOUR,"s j u r + p aː",0
658,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,BITTER,"kʰ aː + p aː",SWEET,"j u m a",0
659,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,BITTER,"kʰ aː + p aː",SWEET,"j u m a",0
666,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,BITTER,"kʰ aː + p aː",SALTY,"s j u r p aː",0
667,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,BITTER,"kʰ aː + p aː",SALTY,"s j u r p aː",0
668,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,BITTER,"kʰ aː + p aː",SOUR,"s j u r + p aː",0
669,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,BITTER,"kʰ aː + p aː",SOUR,"s j u r + p aː",0
670,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,BITTER,"kʰ aː + p aː",SWEET,"j u m a",0
671,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,BITTER,"kʰ aː + p aː",SWEET,"j u m a",0
660,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,SALTY,"s j u r p aː",SOUR,"s j u r + p aː",0
661,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,SALTY,"s j u r p aː",SOUR,"s j u r + p aː",0
662,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,SALTY,"s j u r p aː",SWEET,"j u m a",0
663,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,SALTY,"s j u r p aː",SWEET,"j u m a",0
672,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,SALTY,"s j u r p aː",SOUR,"s j u r + p aː",0
673,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,SALTY,"s j u r p aː",SOUR,"s j u r + p aː",0
674,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,SALTY,"s j u r p aː",SWEET,"j u m a",0
675,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,SALTY,"s j u r p aː",SWEET,"j u m a",0
652,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,SOUR,"s j u r + p aː",SWEET,"j u m a",0
653,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,SOUR,"s j u r + p aː",SWEET,"j u m a",0
664,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,SOUR,"s j u r + p aː",SWEET,"j u m a",0
665,Kaike,kaik1246,28.853,83.1384,Sino-Tibetan,SOUR,"s j u r + p aː",SWEET,"j u m a",0
1153,Kaingang,kain1272,-27.7671,-52.5394,Nuclear-Macro-Je,BITTER,"ɸ a",SALTY,"k a j ã",0
1154,Kaingang,kain1272,-27.7671,-52.5394,Nuclear-Macro-Je,BITTER,"ɸ a",SOUR,"ɸ a",1
1155,Kaingang,kain1272,-27.7671,-52.5394,Nuclear-Macro-Je,BITTER,"ɸ a",SWEET,"ŋ ɾ ɛ̃ ŋ",0
1156,Kaingang,kain1272,-27.7671,-52.5394,Nuclear-Macro-Je,SALTY,"k a j ã",SOUR,"ɸ a",0
1157,Kaingang,kain1272,-27.7671,-52.5394,Nuclear-Macro-Je,SALTY,"k a j ã",SWEET,"ŋ ɾ ɛ̃ ŋ",0
1158,Kaingang,kain1272,-27.7671,-52.5394,Nuclear-Macro-Je,SOUR,"ɸ a",SWEET,"ŋ ɾ ɛ̃ ŋ",0
1,"Monpa Kalaktang",kala1376,27.104162,92.113017,Sino-Tibetan,BITTER,"kʰ a l u",SOUR,"tʃʰ u r p u",0
2,"Monpa Kalaktang",kala1376,27.104162,92.113017,Sino-Tibetan,BITTER,"kʰ a l u",SWEET,"tʃʰ e r tʃʰ e r",0
3,"Monpa Kalaktang",kala1376,27.104162,92.113017,Sino-Tibetan,SOUR,"tʃʰ u r p u",SWEET,"tʃʰ e r tʃʰ e r",0
2319,Kalaallisut,kala1399,69.38,-52.86,Eskimo-Aleut,BITTER,"q a s i l i pː ɔ q",SWEET,"t u ŋ u s u nː i pː ɔ q",0
2283,Kalmyk,kalm1243,46.57,45.32,Mongolic-Khitan,BITTER,"ħ a ʃ ʊ n",SOUR,"i ʃ k ɛ ɮ ɛ ŋ",0
2284,Kalmyk,kalm1243,46.57,45.32,Mongolic-Khitan,BITTER,"ħ a ʃ ʊ n",SWEET,"æ m tʰ æ x ɛ n",0
2285,Kalmyk,kalm1243,46.57,45.32,Mongolic-Khitan,BITTER,"ħ a ʃ ʊ tʰ a",SOUR,"i ʃ k ɛ ɮ ɛ ŋ",0
2286,Kalmyk,kalm1243,46.57,45.32,Mongolic-Khitan,BITTER,"ħ a ʃ ʊ tʰ a",SWEET,"æ m tʰ æ x ɛ n",0
2287,Kalmyk,kalm1243,46.57,45.32,Mongolic-Khitan,SOUR,"i ʃ k ɛ ɮ ɛ ŋ",SWEET,"æ m tʰ æ x ɛ n",0
1159,Kaluli,kalu1248,-6.45932,142.788,Bosavi,BITTER,"h a ɽ a p",SALTY,"s ɔ ɽ u",0
2364,Kamang,kama1365,-8.26897,124.792,Timor-Alor-Pantar,BITTER,"m a k a a",SALTY,"t a m a + m a k a a",0
2365,Kamang,kama1365,-8.26897,124.792,Timor-Alor-Pantar,BITTER,"m a k a a",SOUR,"a l e e s e i",0
2366,Kamang,kama1365,-8.26897,124.792,Timor-Alor-Pantar,BITTER,"m a k a a",SWEET,"i l a k a i",0
2368,Kamang,kama1365,-8.26897,124.792,Timor-Alor-Pantar,SALTY,"t a m a + m a k a a",SOUR,"a l e e s e i",0
2369,Kamang,kama1365,-8.26897,124.792,Timor-Alor-Pantar,SALTY,"t a m a + m a k a a",SWEET,"i l a k a i",0
2367,Kamang,kama1365,-8.26897,124.792,Timor-Alor-Pantar,SOUR,"a l e e s e i",SWEET,"i l a k a i",0
1160,Kamasau,kama1367,-3.8503,143.842,"Nuclear Torricelli",BITTER,"j e ŋ g + n a n d",SALTY,"ɣ a t",0
1161,Kamasau,kama1367,-3.8503,143.842,"Nuclear Torricelli",BITTER,"j e ŋ g + n a n d",SOUR,"d z i g",0
1162,Kamasau,kama1367,-3.8503,143.842,"Nuclear Torricelli",SALTY,"ɣ a t",SOUR,"d z i g",0
1845,"Higi Nkafa",kamw1239,10.646,13.5136,Afro-Asiatic,BITTER,"ɠ j ɛ ɣ w a",SOUR,"m u m u s ɛ",0
1846,"Higi Nkafa",kamw1239,10.646,13.5136,Afro-Asiatic,BITTER,"ɠ j ɛ ɣ w a",SWEET,"h a n i",0
1844,"Higi Nkafa",kamw1239,10.646,13.5136,Afro-Asiatic,SOUR,"m u m u s ɛ",SWEET,"h a n i",0
1163,"Kanoê",kano1245,-12.1789,-64.5812,,SALTY,"k y j",SOUR,"t i ɾ i",0
1164,"Kanoê",kano1245,-12.1789,-64.5812,,SALTY,"k y j",SWEET,"t õ",0
1165,"Kanoê",kano1245,-12.1789,-64.5812,,SOUR,"t i ɾ i",SWEET,"t õ",0
2413,Karaim,kara1464,54.5534,25.1054,Turkic,BITTER,"a tɕ tɕ ɯ",SOUR,"k u dʑ u r",0
2414,Karaim,kara1464,54.5534,25.1054,Turkic,BITTER,"a tɕ tɕ ɯ",SWEET,"t a t l ɯ",0
2415,Karaim,kara1464,54.5534,25.1054,Turkic,SOUR,"k u dʑ u r",SWEET,"t a t l ɯ",0
2410,"Karachay Balkar",kara1465,43.565,42.2606,Turkic,BITTER,"a tɕ ɯ",SOUR,"m ɯ s t ɯ",0
2411,"Karachay Balkar",kara1465,43.565,42.2606,Turkic,BITTER,"a tɕ ɯ",SWEET,"t a t l ɯ",0
2412,"Karachay Balkar",kara1465,43.565,42.2606,Turkic,SOUR,"m ɯ s t ɯ",SWEET,"t a t l ɯ",0
1178,Kalamang,kara1499,-3.47037,132.678,"West Bomberai",BITTER,"m a ŋ",SALTY,"s i r a",0
1179,Kalamang,kara1499,-3.47037,132.678,"West Bomberai",BITTER,"m a ŋ",SOUR,"m o r",0
1180,Kalamang,kara1499,-3.47037,132.678,"West Bomberai",BITTER,"m a ŋ",SWEET,"p e n",0
1176,Kalamang,kara1499,-3.47037,132.678,"West Bomberai",SALTY,"s i r a",SOUR,"m o r",0
1177,Kalamang,kara1499,-3.47037,132.678,"West Bomberai",SALTY,"s i r a",SWEET,"p e n",0
1181,Kalamang,kara1499,-3.47037,132.678,"West Bomberai",SOUR,"m o r",SWEET,"p e n",0
1175,"Karajá",kara1500,-11.1881,-50.3492,Nuclear-Macro-Je,SALTY,"j u w ɨ ɾ a",SWEET,"i b ɘ ɾ eː",0
1998,Mikir,karb1241,25.735084,93.050494,Sino-Tibetan,BITTER,"h o d a k",SOUR,"h a n tʰ o r",0
1999,Mikir,karb1241,25.735084,93.050494,Sino-Tibetan,BITTER,"h o d a k",SWEET,"d o k",0
2000,Mikir,karb1241,25.735084,93.050494,Sino-Tibetan,BITTER,"k e tʰ o r",SOUR,"h a n tʰ o r",0
2001,Mikir,karb1241,25.735084,93.050494,Sino-Tibetan,BITTER,"k e tʰ o r",SWEET,"d o k",0
2002,Mikir,karb1241,25.735084,93.050494,Sino-Tibetan,SOUR,"h a n tʰ o r",SWEET,"d o k",0
2058,"North Karelian",kare1335,65.17,30.87,Uralic,BITTER,"k ɑ r k i ɛ",SOUR,"h ɑ p ɑ n",0
2059,"North Karelian",kare1335,65.17,30.87,Uralic,BITTER,"k ɑ r k i ɛ",SOUR,"m ʊ i k i ɛ",0
2060,"North Karelian",kare1335,65.17,30.87,Uralic,BITTER,"k ɑ r k i ɛ",SWEET,"m ɑ k i ɛ",0
2061,"North Karelian",kare1335,65.17,30.87,Uralic,SOUR,"h ɑ p ɑ n",SWEET,"m ɑ k i ɛ",0
2062,"North Karelian",kare1335,65.17,30.87,Uralic,SOUR,"m ʊ i k i ɛ",SWEET,"m ɑ k i ɛ",0
1866,Karekare,kare1348,12.5176,10.8732,Afro-Asiatic,BITTER,"lˠ a lˠ a n i",SOUR,"f ə w",0
1867,Karekare,kare1348,12.5176,10.8732,Afro-Asiatic,BITTER,"lˠ a lˠ a n i",SWEET,"t ə m",0
1865,Karekare,kare1348,12.5176,10.8732,Afro-Asiatic,SOUR,"f ə w",SWEET,"t ə m",0
1182,Karok,karo1304,41.8228,-123.315,,BITTER,"ʔ ʊː x",SALTY,"j ʊ f i ʃ a ɾ",0
1183,Karok,karo1304,41.8228,-123.315,,BITTER,"ʔ ʊː x",SOUR,"ʔ ʊ x ɾ̥ a θ k aː j",0
1184,Karok,karo1304,41.8228,-123.315,,BITTER,"ʔ ʊː x",SWEET,"ʔ ʊ x ɾ aː h",0
1185,Karok,karo1304,41.8228,-123.315,,SALTY,"j ʊ f i ʃ a ɾ",SOUR,"ʔ ʊ x ɾ̥ a θ k aː j",0
1186,Karok,karo1304,41.8228,-123.315,,SALTY,"j ʊ f i ʃ a ɾ",SWEET,"ʔ ʊ x ɾ aː h",0
1187,Karok,karo1304,41.8228,-123.315,,SOUR,"ʔ ʊ x ɾ̥ a θ k aː j",SWEET,"ʔ ʊ x ɾ aː h",0
59,"Bugun Kaspi",kasp1234,27.204143,92.549541,Sino-Tibetan,BITTER,"kʰ o u",SOUR,"tʃ u ŋ",0
60,"Bugun Kaspi",kasp1234,27.204143,92.549541,Sino-Tibetan,BITTER,"kʰ o u",SWEET,"pʰ i j a ŋ",0
61,"Bugun Kaspi",kasp1234,27.204143,92.549541,Sino-Tibetan,SOUR,"tʃ u ŋ",SWEET,"pʰ i j a ŋ",0
1188,Katcha,katc1249,10.8423,29.4914,Kadugli-Krongo,BITTER,"a d e r i",SALTY,"t̪ a ŋ g a d̪ a l a",0
1189,Katcha,katc1249,10.8423,29.4914,Kadugli-Krongo,BITTER,"a d e r i",SOUR,"a d e r i",1
1190,Katcha,katc1249,10.8423,29.4914,Kadugli-Krongo,BITTER,"a d e r i",SWEET,"i dː i",0
1191,Katcha,katc1249,10.8423,29.4914,Kadugli-Krongo,SALTY,"t̪ a ŋ g a d̪ a l a",SOUR,"a d e r i",0
1192,Katcha,katc1249,10.8423,29.4914,Kadugli-Krongo,SALTY,"t̪ a ŋ g a d̪ a l a",SWEET,"i dː i",0
1193,Katcha,katc1249,10.8423,29.4914,Kadugli-Krongo,SOUR,"a d e r i",SWEET,"i dː i",0
2792,Kazhuo,kats1235,24.1478565,102.6653471,Sino-Tibetan,BITTER,"kʰ a ³¹",SALTY,"kʰ a ³¹",1
2793,Kazhuo,kats1235,24.1478565,102.6653471,Sino-Tibetan,BITTER,"kʰ a ³¹",SOUR,"ts ɛ ²⁴",0
2794,Kazhuo,kats1235,24.1478565,102.6653471,Sino-Tibetan,BITTER,"kʰ a ³¹",SWEET,"n j ɛ ³²³",0
2795,Kazhuo,kats1235,24.1478565,102.6653471,Sino-Tibetan,SALTY,"kʰ a ³¹",SOUR,"ts ɛ ²⁴",0
2796,Kazhuo,kats1235,24.1478565,102.6653471,Sino-Tibetan,SALTY,"kʰ a ³¹",SWEET,"n j ɛ ³²³",0
2791,Kazhuo,kats1235,24.1478565,102.6653471,Sino-Tibetan,SOUR,"ts ɛ ²⁴",SWEET,"n j ɛ ³²³",0
1194,Kayardild,kaya1319,-17.0695,139.489,Tangkic,BITTER,"t̪ a w u ɳ a",SALTY,"t̪ a l k a t̪ a l k a",0
1195,Kayardild,kaya1319,-17.0695,139.489,Tangkic,BITTER,"t̪ a w u ɳ a",SOUR,"t̪ a w u ɳ a",1
1196,Kayardild,kaya1319,-17.0695,139.489,Tangkic,SALTY,"t̪ a l k a t̪ a l k a",SOUR,"t̪ a w u ɳ a",0
533,"Kayabí",kaya1329,-11.2747,-55.5479,Tupian,SOUR,"a j a i p",SWEET,"ẽ ʔ ẽ",0
171,Kazakh,kaza1248,49.8,73.15,Turkic,BITTER,"ɑ ɕ ə",SOUR,"q ə ʃ q ə l",0
172,Kazakh,kaza1248,49.8,73.15,Turkic,BITTER,"ɑ ɕ ə",SWEET,"t æ tː ə",0
173,Kazakh,kaza1248,49.8,73.15,Turkic,SOUR,"q ə ʃ q ə l",SWEET,"t æ tː ə",0
1201,"Q'eqchi'",kekc1242,16.0,-89.8333,Mayan,BITTER,"k ʔ a",SALTY,"a tsʼ a m",0
1202,"Q'eqchi'",kekc1242,16.0,-89.8333,Mayan,BITTER,"k ʔ a",SOUR,"r e m ɾ e m",0
1203,"Q'eqchi'",kekc1242,16.0,-89.8333,Mayan,BITTER,"k ʔ a",SOUR,"r u ɓ ɾ u ɓ",0
1204,"Q'eqchi'",kekc1242,16.0,-89.8333,Mayan,BITTER,"k ʔ a",SOUR,"tʃʼ a m",0
1205,"Q'eqchi'",kekc1242,16.0,-89.8333,Mayan,BITTER,"k ʔ a",SWEET,"k i ʔ",0
1197,"Q'eqchi'",kekc1242,16.0,-89.8333,Mayan,SALTY,"a tsʼ a m",SOUR,"r e m ɾ e m",0
1198,"Q'eqchi'",kekc1242,16.0,-89.8333,Mayan,SALTY,"a tsʼ a m",SOUR,"r u ɓ ɾ u ɓ",0
1199,"Q'eqchi'",kekc1242,16.0,-89.8333,Mayan,SALTY,"a tsʼ a m",SOUR,"tʃʼ a m",0
1200,"Q'eqchi'",kekc1242,16.0,-89.8333,Mayan,SALTY,"a tsʼ a m",SWEET,"k i ʔ",0
1206,"Q'eqchi'",kekc1242,16.0,-89.8333,Mayan,SOUR,"tʃʼ a m",SWEET,"k i ʔ",0
1207,"Q'eqchi'",kekc1242,16.0,-89.8333,Mayan,SOUR,"r e m ɾ e m",SWEET,"k i ʔ",0
1208,"Q'eqchi'",kekc1242,16.0,-89.8333,Mayan,SOUR,"r u ɓ ɾ u ɓ",SWEET,"k i ʔ",0
2392,Klon,kelo1247,-8.40688,124.429,Timor-Alor-Pantar,BITTER,"m k a l",SALTY,"m k a l",1
2393,Klon,kelo1247,-8.40688,124.429,Timor-Alor-Pantar,BITTER,"m k a l",SOUR,"o l o r",0
2394,Klon,kelo1247,-8.40688,124.429,Timor-Alor-Pantar,BITTER,"m k a l",SWEET,"d r e",0
2395,Klon,kelo1247,-8.40688,124.429,Timor-Alor-Pantar,BITTER,"m k a l",SWEET,"m e l",0
2398,Klon,kelo1247,-8.40688,124.429,Timor-Alor-Pantar,SALTY,"m k a l",SOUR,"o l o r",0
2399,Klon,kelo1247,-8.40688,124.429,Timor-Alor-Pantar,SALTY,"m k a l",SWEET,"d r e",0
2400,Klon,kelo1247,-8.40688,124.429,Timor-Alor-Pantar,SALTY,"m k a l",SWEET,"m e l",0
2396,Klon,kelo1247,-8.40688,124.429,Timor-Alor-Pantar,SOUR,"o l o r",SWEET,"d r e",0
2397,Klon,kelo1247,-8.40688,124.429,Timor-Alor-Pantar,SOUR,"o l o r",SWEET,"m e l",0
1211,Ket,kett1243,64.0,87.0,Yeniseian,BITTER,"q ə ɮ a ŋ",SALTY,"t ə ɣ a t u",0
1212,Ket,kett1243,64.0,87.0,Yeniseian,BITTER,"q ə ɮ a ŋ",SOUR,"aˀ q",0
1213,Ket,kett1243,64.0,87.0,Yeniseian,BITTER,"q ə ɮ a ŋ",SWEET,"h i ɮ a ŋ",0
1209,Ket,kett1243,64.0,87.0,Yeniseian,SALTY,"t ə ɣ a t u",SOUR,"aˀ q",0
1210,Ket,kett1243,64.0,87.0,Yeniseian,SALTY,"t ə ɣ a t u",SWEET,"h i ɮ a ŋ",0
1214,Ket,kett1243,64.0,87.0,Yeniseian,SOUR,"aˀ q",SWEET,"h i ɮ a ŋ",0
2416,Khakas,khak1248,50.7393,107.169,Turkic,BITTER,"a tɕ ɯ ɣ",SOUR,"a tɕ aː n",0
2417,Khakas,khak1248,50.7393,107.169,Turkic,BITTER,"a tɕ ɯ ɣ",SWEET,"t a d ɯ l ɯ ɣ",0
2418,Khakas,khak1248,50.7393,107.169,Turkic,SOUR,"a tɕ aː n",SWEET,"t a d ɯ l ɯ ɣ",0
750,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,BITTER,"k aː e + p aː e",SALTY,"r a m r a m i m",0
751,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,BITTER,"k aː e + p aː e",SALTY,"r a m r a m i m",0
752,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,BITTER,"k aː e + p aː e",SOUR,"dʒʱ a r p aː e",0
753,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,BITTER,"k aː e + p aː e",SOUR,"dʒʱ a r p aː e",0
754,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,BITTER,"k aː e + p aː e",SWEET,"l e m + p aː e",0
755,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,BITTER,"k aː e + p aː e",SWEET,"l e m + p aː e",0
762,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,BITTER,"k aː e + p aː e",SALTY,"r a m r a m i m",0
763,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,BITTER,"k aː e + p aː e",SALTY,"r a m r a m i m",0
764,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,BITTER,"k aː e + p aː e",SOUR,"dʒʱ a r p aː e",0
765,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,BITTER,"k aː e + p aː e",SOUR,"dʒʱ a r p aː e",0
766,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,BITTER,"k aː e + p aː e",SWEET,"l e m + p aː e",0
767,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,BITTER,"k aː e + p aː e",SWEET,"l e m + p aː e",0
756,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,SALTY,"r a m r a m i m",SOUR,"dʒʱ a r p aː e",0
757,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,SALTY,"r a m r a m i m",SOUR,"dʒʱ a r p aː e",0
758,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,SALTY,"r a m r a m i m",SWEET,"l e m + p aː e",0
759,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,SALTY,"r a m r a m i m",SWEET,"l e m + p aː e",0
768,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,SALTY,"r a m r a m i m",SOUR,"dʒʱ a r p aː e",0
769,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,SALTY,"r a m r a m i m",SOUR,"dʒʱ a r p aː e",0
770,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,SALTY,"r a m r a m i m",SWEET,"l e m + p aː e",0
771,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,SALTY,"r a m r a m i m",SWEET,"l e m + p aː e",0
748,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,SOUR,"dʒʱ a r p aː e",SWEET,"l e m + p aː e",0
749,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,SOUR,"dʒʱ a r p aː e",SWEET,"l e m + p aː e",0
760,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,SOUR,"dʒʱ a r p aː e",SWEET,"l e m + p aː e",0
761,Khaling,khal1275,27.3912,87.5053,Sino-Tibetan,SOUR,"dʒʱ a r p aː e",SWEET,"l e m + p aː e",0
2139,"Northern Khanty",khan1273,62.43,66.12,Uralic,BITTER,"w o sʲ r ə m a ŋ",SOUR,"w o sʲ r ə m a ŋ",1
2140,"Northern Khanty",khan1273,62.43,66.12,Uralic,BITTER,"w o sʲ r ə m a ŋ",SWEET,"m a w a ŋ",0
2141,"Northern Khanty",khan1273,62.43,66.12,Uralic,SOUR,"w o sʲ r ə m a ŋ",SWEET,"m a w a ŋ",0
10,Khoitam,khoi1252,27.327487,92.439455,Sino-Tibetan,BITTER,"tɕʰ a k",SOUR,"tɕʰ ĩː + kʰ a n",0
11,Khoitam,khoi1252,27.327487,92.439455,Sino-Tibetan,BITTER,"tɕʰ a k",SOUR,"tɕʰ ĩː + t ĩː",0
12,Khoitam,khoi1252,27.327487,92.439455,Sino-Tibetan,BITTER,"tɕʰ a k",SOUR,"tɕʰ ĩː + t ĩː",0
13,Khoitam,khoi1252,27.327487,92.439455,Sino-Tibetan,BITTER,"tɕʰ a k",SWEET,"tɕ ĩː",0
